row,manufacturer,code,description,qty
3279,Festo,535907,MFH-5-1/4-EX,1
3280,Festo,31010,MFH-5-1/4-L-B,1
3281,Festo,33185,MFH-5-1/4-L-S-B,1
3282,Festo,9976,MFH-5-1/4-NPT,1
3283,Festo,10349,MFH-5-1/4-S,1
3284,Festo,15902,MFH-5-1/4-S-B,1
3285,Festo,12618,MFH-5-1/4-S-NPT,1
3286,Festo,9982,MFH-5-1/8,1
3287,Festo,9982,MFH-5-1/8,1
3288,Festo,19758,MFH-5-1/8-B,1
3289,Festo,535918,MFH-5-1/8-B-EX,1
3290,Festo,535906,MFH-5-1/8-EX,1
3291,Festo,30991,MFH-5-1/8-L-B,1
3292,Festo,10348,MFH-5-1/8-S,1
3293,Festo,12617,MFH-5-1/8-S-NPT,1
3294,Festo,19706,MFH-5-3/8-S-B,1
3295,Festo,150981,MFH-5/2-D-1-C,1
3296,Festo,151016,MFH-5/2-D-1-FR-C,1
3297,Festo,152562,MFH-5/2-D-1-S-C,1
3298,Festo,535957,MFH-5/2-D-1-S-C-EX,1
3299,Festo,151851,MFH-5/2-D-2-C,1
3300,Festo,30485,MFH-5/3B-1/8-B,1
3301,Festo,151875,MFH-5/3B-D-3-C,1
3302,Festo,30483,MFH-5/3E-1/8-B,1
3303,Festo,30994,MFH-5/3E-1/8-S-B,1
3304,Festo,150983,MFH-5/3E-D-1-C,1
3305,Festo,19787,MFH-5/3G-1/4-B,1
3306,Festo,30484,MFH-5/3G-1/8-B,1
3307,Festo,19707,MFH-5/3G-3/8-B,1
3308,Festo,150982,MFH-5/3G-D-1-C,1
3309,Festo,535970,MFH-5/3G-D-2-C-EX,1
3310,Festo,151873,MFH-5/3G-D-3-C,1
3311,Festo,104209,MFH/VL-5-1/8,1
3312,Festo,196118,MHA2-M1H-3/2G-2,1
3313,Festo,196120,MHA2-M1H-3/2G-2-K,1
3314,Festo,196138,MHA2-M1H-3/2O-2,1
3315,Festo,196141,MHA2-MS1H-3/2O-2-K,1
3316,Festo,525101,MHA2-MS1H-5/2-2,1
3317,Festo,525135,MHA3-MS1H-3/2G-3,1
3318,Festo,196130,MHE2-M1H-3/2G-M7,1
3319,Festo,196150,MHE2-M1H-3/2O-M7,1
3320,Festo,196131,MHE2-MS1H-3/2G-M7,1
3321,Festo,525113,MHE2-MS1H-5/2-M7,1
3322,Festo,525117,MHE2-MS1H-5/2-QS-4,1
3323,Festo,525146,MHE3-M1H-3/2G-1/8,1
3324,Festo,525148,MHE3-M1H-3/2G-1/8-K,1
3325,Festo,525150,MHE3-M1H-3/2G-QS-6,1
3326,Festo,525147,MHE3-MS1H-3/2G-1/8,1
3327,Festo,525153,MHE3-MS1H-3/2G-QS-6-K,1
3328,Festo,525169,MHE3-MS1H-3/2O-1/8-K,1
3329,Festo,525186,MHE4-M1H-3/2G-1/4,1
3330,Festo,525187,MHE4-MS1H-3/2G-1/4,1
3331,Festo,525189,MHE4-MS1H-3/2G-1/4-K,1
3332,Festo,525207,MHE4-MS1H-3/2O-1/4,1
3333,Festo,553117,MHJ9-HF,1
3334,Festo,525178,MHP4-M1H-3/2G-1/4,1
3335,Festo,192213,MLO-POT-100-LWG,1
3336,Festo,152632,MLO-POT-1000-TLF,1
3337,Festo,192214,MLO-POT-150-LWG,1
3338,Festo,152636,MLO-POT-2000-TLF,1
3339,Festo,152646,MLO-POT-300-LWG,1
3340,Festo,152628,MLO-POT-450-TLF,1
3341,Festo,152650,MLO-POT-600-LWG,1
3342,Festo,161732,MN1H-2-1-MS,1
3343,Festo,161728,MN1H-2-1/2-MS,1
3344,Festo,161725,MN1H-2-1/4-MS,1
3345,Festo,161731,MN1H-2-3/4-MS,1
3346,Festo,161727,MN1H-2-3/8-MS,1
3347,Festo,735584,MN1H-2/2,1
3348,Festo,159688,MN1H-5/2-D-1-C,1
3349,Festo,159687,MN1H-5/2-D-1-FR-C,1
3350,Festo,159687,MN1H-5/2-D-1-FR-C,1
3351,Festo,159716,MN1H-5/2-D-1-FR-S-C,1
3352,Festo,159700,MN1H-5/2-D-2-C,1
3353,Festo,159699,MN1H-5/2-D-2-FR-C,1
3354,Festo,159712,MN1H-5/2-D-3-C,1
3355,Festo,159711,MN1H-5/2-D-3-FR-C,1
3356,Festo,159685,MN1H-5/3B-D-1-C,1
3357,Festo,159697,MN1H-5/3B-D-2-C,1
3358,Festo,159683,MN1H-5/3E-D-1-C,1
3359,Festo,159695,MN1H-5/3E-D-2-C,1
3360,Festo,159707,MN1H-5/3E-D-3-C,1
3361,Festo,159681,MN1H-5/3G-D-1-C,1
3362,Festo,159693,MN1H-5/3G-D-2-C,1
3363,Festo,159705,MN1H-5/3G-D-3-C,1
3364,Festo,159704,MN1H-5/3G-D-3-S-C,1
3365,Festo,703942,MN1H-CNOMO30,1
3366,Festo,7884,MOFH-3-1/2,1
3367,Festo,7876,MOFH-3-1/4,1
3368,Festo,7877,MOFH-3-1/8,1
3369,Festo,1745987,MPA1,1
3370,Festo,161167,MPPE-3-1/4-6-010-B,1
3371,Festo,161170,MPPE-3-1/4-6-420-B,1
3372,Festo,161162,MPPE-3-1/8-10-010-B,1
3373,Festo,161161,MPPE-3-1/8-6-010-B,1
3374,Festo,754832,MPPE/MPPES-3-1/2,1
3375,Festo,754831,MPPE/MPPES-3-1/4,1
3376,Festo,187331,MPPES-3-1/2-6-420,1
3377,Festo,187334,MPPES-3-1/4-10-420,1
3378,Festo,187350,MPPES-3-1/8-2-010,1
3379,Festo,187352,MPPES-3-1/8-6-010,1
3380,Festo,187353,MPPES-3-1/8-6-420,1
3381,Festo,151694,MPYE-5-1/4-010-B,1
3382,Festo,151693,MPYE-5-1/8-HF-010-B,1
3383,Festo,151692,MPYE-5-1/8-LF-010-B,1
3384,Festo,151692,MPYE-5-1/8-LF-010-B,1
3385,Festo,151692,MPYE-5-1/8-LF-010-B,1
3386,Festo,151695,MPYE-5-3/8-010-B,1
3387,Festo,535023,MS12-LF-AGI-E-U-M-WP,1
3388,Festo,537146,MS12-LFM-A,1
3389,Festo,537145,MS12-LFM-B,1
3390,Festo,537143,MS12-LFP-C,1
3391,Festo,537144,MS12-LFP-E,1
3392,Festo,535022,MS12-LFR-G-D6-E-U-V-A4-LD-Z,1
3393,Festo,537149,MS12-LFR-G-D7-EUV-LD-AS,1
3394,Festo,535021,MS12-LR-AGH-D7-LD-AS,1
3395,Festo,543489,MS4-6-AMV,1
3396,Festo,529531,MS4-DL-1/4,1
3397,Festo,542578,MS4-EE-1/4-10V24,1
3398,Festo,542598,MS4-EE-1/4-10V24-S,1
3399,Festo,542599,MS4-EE-1/4-10V24-S-Z,1
3400,Festo,542579,MS4-EE-1/4-10V24-Z,1
3401,Festo,527709,MS4-EE-1/4-10V24P-AD7,1
3402,Festo,527709,MS4-EE-1/4-10V24P-S,1
3403,Festo,8091771,MS4-EE-1/4-V24-B,1
3404,Festo,538723,MS4-EE-1/4-V24-S,1
3405,Festo,541258,MS4-EM1-1/4,1
3406,Festo,541259,MS4-EM1-1/4-S,1
3407,Festo,529555,MS4-FRM-1/4,1
3408,Festo,527703,MS4-FRM-1/4-AD1,1
3409,Festo,536966,MS4-FRM-1/4-I,1
3410,Festo,527703,MS4-FRM-1/4-M12,1
3411,Festo,529556,MS4-FRM-1/4-Y,1
3412,Festo,549336,MS4-FRM-FRZ,1
3413,Festo,543632,MS4-LDM1-1/4-P10,1
3414,Festo,529399,MS4-LF-1/4-ERM,1
3415,Festo,529401,MS4-LF-1/4-ERV,1
3416,Festo,535660,MS4-LF-1/4-EUM,1
3417,Festo,527697,MS4-LFM-1/4-A-R-H-DPI-WB,1
3418,Festo,529459,MS4-LFM-1/4-ARM,1
3419,Festo,536822,MS4-LFM-1/4-ARM-DA,1
3420,Festo,536818,MS4-LFM-1/4-BRM-DA,1
3421,Festo,534501,MS4-LFP-C,1
3422,Festo,534502,MS4-LFP-E,1
3423,Festo,526489,MS4-LFR-1/4-D5-E-R-M-AS,1
3424,Festo,529144,MS4-LFR-1/4-D6-CRM-AS,1
3425,Festo,529146,MS4-LFR-1/4-D6-CRV-AS,1
3426,Festo,526489,MS4-LFR-1/4-D6-E-R-V,1
3427,Festo,529148,MS4-LFR-1/4-D6-ERM-AS,1
3428,Festo,529150,MS4-LFR-1/4-D6-ERV-AS,1
3429,Festo,526489,MS4-LFR-1/4-D7-C-R-M-RG-AS,1
3430,Festo,529152,MS4-LFR-1/4-D7-CRM-AS,1
3431,Festo,529155,MS4-LFR-1/4-D7-CRV-AS-Z,1
3432,Festo,529156,MS4-LFR-1/4-D7-ERM-AS,1
3433,Festo,529158,MS4-LFR-1/4-D7-ERV-AS,1
3434,Festo,529158,MS4-LFR-1/4-D7-ERV-AS,1
3435,Festo,535724,MS4-LFR-1/4-D7-EUM-AS,1
3436,Festo,529160,MS4-LFR-1/8-D6-CRM-AS,1
3437,Festo,529164,MS4-LFR-1/8-D6-ERM-AS,1
3438,Festo,529172,MS4-LFR-1/8-D7-ERM-AS,1
3439,Festo,529467,MS4-LFX-1/4-R,1
3440,Festo,529411,MS4-LOE-1/4-R,1
3441,Festo,529413,MS4-LOE-1/8-R,1
3442,Festo,529415,MS4-LR-1/4-D5-AS,1
3443,Festo,527690,MS4-LR-1/4-D5-LD-AS-WBM,1
3444,Festo,527690,MS4-LR-1/4-D5-RG-Z,1
3445,Festo,527690,MS4-LR-1/4-D5-RG-Z,1
3446,Festo,589294,MS4-LR-1/4-D6-A8,1
3447,Festo,8099360,MS4-LR-1/4-D6-A8-B,1
3448,Festo,8099359,MS4-LR-1/4-D6-AG-MPA-B,1
3449,Festo,8099359,MS4-LR-1/4-D6-AG-MPA-B,1
3450,Festo,529417,MS4-LR-1/4-D6-AS,1
3451,Festo,527690,MS4-LR-1/4-D6-VS,1
3452,Festo,527690,MS4-LR-1/4-D6-VS-AS,1
3453,Festo,555873,MS4-LR-1/4-D6-VS-DM1,1
3454,Festo,555874,MS4-LR-1/4-D6-VS-DM2,1
3455,Festo,610772,MS4-LR-1/4-D7-A8,1
3456,Festo,529419,MS4-LR-1/4-D7-AS,1
3457,Festo,529419,MS4-LR-1/4-D7-AS,1
3458,Festo,527690,MS4-LR-1/4-D7-VS-AS,1
3459,Festo,529421,MS4-LR-1/8-D5-AS,1
3460,Festo,529423,MS4-LR-1/8-D6-AS,1
3461,Festo,529425,MS4-LR-1/8-D7-AS,1
3462,Festo,527690,MS4-LR-AGC-D7-WPM,1
3463,Festo,529473,MS4-LRB-1/4-D5-AS,1
3464,Festo,527692,MS4-LRB-1/4-D5-KD-Z,1
3465,Festo,527692,MS4-LRB-1/4-D6-A8-BC,1
3466,Festo,527692,MS4-LRB-1/4-D6-A8-BD,1
3467,Festo,529479,MS4-LRB-1/4-D6-AS,1
3468,Festo,529480,MS4-LRB-1/4-D6-AS-BD,1
3469,Festo,527692,MS4-LRB-1/4-D6-VS-DM,1
3470,Festo,529485,MS4-LRB-1/4-D7-AS,1
3471,Festo,8119201,MS4-MV1,1
3472,Festo,543490,MS4-RMV,1
3473,Festo,8005318,MS4-SDE5:AD7,1
3474,Festo,532185,MS4-WB,1
3475,Festo,532184,MS4-WP,1
3476,Festo,526063,MS4-WPB,1
3477,Festo,526064,MS4-WR,1
3478,Festo,8149680,MS4-WR-B,1
3479,Festo,532187,MS4-WRS,1
3480,Festo,162674,MS4/D-MINI-LFM-A,1
3481,Festo,162674,MS4/D-MINI-LFM-A,1
3482,Festo,162677,MS4/D-MINI-LFM-B,1
3483,Festo,532912,MS4/D-MINI-LFX,1
3484,Festo,526080,MS6-AGB,1
3485,Festo,526082,MS6-AGD,1
3486,Festo,529817,MS6-DL-1/2,1
3487,Festo,542582,MS6-EE-1/2-10V24,1
3488,Festo,527682,MS6-EE-1/2-10V24-AG,1
3489,Festo,542602,MS6-EE-1/2-10V24-S,1
3490,Festo,542603,MS6-EE-1/2-10V24-S-Z,1
3491,Festo,527682,MS6-EE-1/2-10V24P-S,1
3492,Festo,527682,MS6-EE-1/2-V24,1
3493,Festo,527682,MS6-EE-1/2-V24-S,1
3494,Festo,542586,MS6-EE-3/8-10V24,1
3495,Festo,542606,MS6-EE-3/8-10V24-S,1
3496,Festo,527682,MS6-EE-3/8-10V24-Z,1
3497,Festo,527682,MS6-EE-3/8-V24-Z,1
3498,Festo,541267,MS6-EM1-1/2,1
3499,Festo,541267,MS6-EM1-1/2,1
3500,Festo,541279,MS6-EM1-1/2-AG,1
3501,Festo,541279,MS6-EM1-1/2-AG,1
3502,Festo,541268,MS6-EM1-1/2-S,1
3503,Festo,541279,MS6-EM1-1/2-S-RG,1
3504,Festo,541270,MS6-EM1-1/2-Z,1
3505,Festo,541275,MS6-EM1-3/8,1
3506,Festo,541276,MS6-EM1-3/8-S,1
3507,Festo,529853,MS6-FRM-1/2,1
3508,Festo,606795,MS6-FRM-1/2-AD7,1
3509,Festo,527676,MS6-FRM-1/2-M12,1
3510,Festo,529854,MS6-FRM-1/2-Y,1
3511,Festo,549337,MS6-FRM-FRZ,1
3512,Festo,543650,MS6-LDM1-1/2-P40,1
3513,Festo,543650,MS6-LDM1-1/2-P40,1
3514,Festo,529609,MS6-LF-1/2-CRV,1
3515,Festo,529615,MS6-LF-1/2-E-R-M,1
3516,Festo,529617,MS6-LF-1/2-ERV,1
3517,Festo,673568,MS6-LF/LFR/LFB-R-M.ERS,1
3518,Festo,673570,MS6-LF/LFR/LFB-R-V:SP,1
3519,Festo,673570,MS6-LF/LFR/LFB-R-V.ERS,1
3520,Festo,530502,MS6-LFM-1/2-ARV,1
3521,Festo,536877,MS6-LFM-1/2-ARV-DA,1
3522,Festo,529659,MS6-LFM-1/2-BRM,1
3523,Festo,530506,MS6-LFM-1/2-BRV,1
3524,Festo,536841,MS6-LFM-1/2-BRV-DA,1
3525,Festo,552925,MS6-LFM-1/2-BUV-HF-DA,1
3526,Festo,552925,MS6-LFM-1/2-BUV-HF-DA,1
3527,Festo,532909,MS6-LFM-A,1
3528,Festo,547922,MS6-LFM-AI,1
3529,Festo,532910,MS6-LFM-B,1
3530,Festo,547923,MS6-LFM-BI,1
3531,Festo,534499,MS6-LFP-C,1
3532,Festo,534500,MS6-LFP-E,1
3533,Festo,529176,MS6-LFR-1/2-D6-CRM-AS,1
3534,Festo,529178,MS6-LFR-1/2-D6-CRV-AS,1
3535,Festo,589898,MS6-LFR-1/2-D6-E-R-M-RG-AS,1
3536,Festo,529180,MS6-LFR-1/2-D6-ERM-AS,1
3537,Festo,529182,MS6-LFR-1/2-D6-ERV-AS,1
3538,Festo,526490,MS6-LFR-1/2-D7-C-R-V-A4-AS-Z,1
3539,Festo,529184,MS6-LFR-1/2-D7-CRM-AS,1
3540,Festo,529186,MS6-LFR-1/2-D7-CRV-AS,1
3541,Festo,529188,MS6-LFR-1/2-D7-ERM-AS,1
3542,Festo,529190,MS6-LFR-1/2-D7-ERV-AS,1
3543,Festo,529192,MS6-LFR-1/2-D7-EUM-AS,1
3544,Festo,529194,MS6-LFR-1/2-D7-EUV-AS,1
3545,Festo,529194,MS6-LFR-1/2-D7-EUV-AS,1
3546,Festo,529202,MS6-LFR-1/4-D6-ERV-AS,1
3547,Festo,529206,MS6-LFR-1/4-D7-CRV-AS,1
3548,Festo,529208,MS6-LFR-1/4-D7-ERM-AS,1
3549,Festo,529220,MS6-LFR-3/8-D6-ERM-AS,1
3550,Festo,529226,MS6-LFR-3/8-D7-CRV-AS,1
3551,Festo,526490,MS6-LFR-3/8-D7-E-R-V-A4-Z,1
3552,Festo,529228,MS6-LFR-3/8-D7-ERM-AS,1
3553,Festo,529230,MS6-LFR-3/8-D7-ERV-AS,1
3554,Festo,527672,MS6-LFX,1
3555,Festo,532911,MS6-LFX,1
3556,Festo,529679,MS6-LFX-1/2-R,1
3557,Festo,527672,MS6-LFX-3/8-R-Z replace MS6-LFX-3/8-R,1
3558,Festo,547925,MS6-LFX-AKI,1
3559,Festo,529775,MS6-LOE-1/2-R,1
3560,Festo,529777,MS6-LOE-1/2-U,1
3561,Festo,529989,MS6-LR-1/2-D5-AS,1
3562,Festo,527663,MS6-LR-1/2-D5-VS-DM2,1
3563,Festo,527663,MS6-LR-1/2-D7-A4-AS,1
3564,Festo,529993,MS6-LR-1/2-D7-AS,1
3565,Festo,529994,MS6-LR-1/2-D7-AS-Z,1
3566,Festo,529995,MS6-LR-1/4-D5-AS,1
3567,Festo,527663,MS6-LR-1/4-D7-A4-E11-WR,1
3568,Festo,529999,MS6-LR-1/4-D7-AS,1
3569,Festo,527663,MS6-LR-1/4-D8,1
3570,Festo,530003,MS6-LR-3/8-D6-AS,1
3571,Festo,527665,MS6-LRB-1/2-D5-VS-DM2,1
3572,Festo,530328,MS6-LRB-1/2-D6-AS,1
3573,Festo,8203862,MS6-LRP-1/2-PI10-VS,1
3574,Festo,538008,MS6-LRP-1/4-D5-A8,1
3575,Festo,538028,MS6-LRP-1/4-D5-A8-E11-WR,1
3576,Festo,535007,MS6-LRPB-1/2-D4-A8-BE,1
3577,Festo,564870,MS6-LWS-1/2-U-V,1
3578,Festo,1546649,MS6-LWS-UV.ERS,1
3579,Festo,8119204,MS6-MV1,1
3580,Festo,8001469,MS6-SV-1/2-C-10V24-S,1
3581,Festo,548713,MS6-SV-1/2-C-10V24-S-RG-WP,1
3582,Festo,548713,MS6-SV-1/2-C-10V24P-S-AD1-Z,1
3583,Festo,8038489,MS6-SV-1/2-D-10V24-2M8,1
3584,Festo,8038490,MS6-SV-1/2-D-10V24-2M8-SO-AG,1
3585,Festo,562580,MS6-SV-1/2-E-10V24-AD1,1
3586,Festo,548713,MS6-SV-1/2-E-10V24-AD12,1
3587,Festo,548713,MS6-SV-1/2-E-10V24-AD12-Z,1
3588,Festo,548713,MS6-SV-1/2-E-10V24-SO-AD1,1
3589,Festo,548717,MS6-SV-1/2-E-10V24-SO-AG,1
3590,Festo,548713,MS6-SV-1/2-E-10V24-SO-MP1-Z,1
3591,Festo,548713,MS6-SV-AGB-D-10V24P-2OE-A4,1
3592,Festo,548713,MS6-SV-AGB-E-10V24-SO-MP1-WPB,1
3593,Festo,532195,MS6-WP,1
3594,Festo,526074,MS6-WPB,1
3595,Festo,526075,MS6-WR,1
3596,Festo,8149681,MS6-WR-B,1
3597,Festo,532188,MS6-WRS,1
3598,Festo,548713,MS6(N)-SV,1
3599,Festo,375250,MS6/MS6N-LF/LFM/LFR,1
3600,Festo,562177,MS9-EE-G-V24-S-VS-Z,1
3601,Festo,562178,MS9-EM-G-S-VS-Z,1
3602,Festo,562532,MS9-LF-G-C-U-V-Z,1
3603,Festo,564109,MS9-LF-G-CUV,1
3604,Festo,564107,MS9-LF-G-EUV,1
3605,Festo,553036,MS9-LFM-A,1
3606,Festo,552944,MS9-LFM-A-HF,1
3607,Festo,553037,MS9-LFM-B,1
3608,Festo,553037,MS9-LFM-B,1
3609,Festo,552945,MS9-LFM-B-HF,1
3610,Festo,552945,MS9-LFM-B-HF,1
3611,Festo,564049,MS9-LFM-G-AUV,1
3612,Festo,564050,MS9-LFM-G-AUV-DA,1
3613,Festo,564041,MS9-LFM-G-BUV,1
3614,Festo,564042,MS9-LFM-G-BUV-DA,1
3615,Festo,570309,MS9-LFP-C,1
3616,Festo,570309,MS9-LFP-C,1
3617,Festo,570310,MS9-LFP-E,1
3618,Festo,562531,MS9-LFR-3/4-D7-E-U-M-AG-BAR-AS,1
3619,Festo,564121,MS9-LFR-G-D7-CUV-AG-BAR-AS,1
3620,Festo,552946,MS9-LFX,1
3621,Festo,564144,MS9-LOE-G-U,1
3622,Festo,564136,MS9-LR-G-D6-AG-BAR-AS,1
3623,Festo,571468,MS9-LWS-G-U-V,1
3624,Festo,552950,MS9-MV,1
3625,Festo,562176,MS9-SV-G-C-V24-S-AD7,1
3626,Festo,552947,MS9-WP,1
3627,Festo,531109,MSB4-1/4-FRC1:J5M1,1
3628,Festo,531118,MSB4-1/4-FRC5:J1M1-Z,1
3629,Festo,531029,MSB4-1/4:C3:H1:F3:O5:O5:O5-WP,1
3630,Festo,8025354,MSB4-1/4:C3:J1-WP,1
3631,Festo,531029,MSB4-1/4:C3:J1:D1:A1-WP,1
3632,Festo,8025358,MSB4-1/4:C3:J1:D14-WP,1
3633,Festo,531029,MSB4-1/4:C3:J1:F1-WP,1
3634,Festo,531029,MSB4-1/4:C3:J1:F1-WP,1
3635,Festo,531029,MSB4-1/4:C3:O5-WP,1
3636,Festo,542296,MSB4-1/4:C3J1M1-WP,1
3637,Festo,542299,MSB4-1/4:C3J2D1A1F3-WP,1
3638,Festo,542304,MSB4-1/4:C3J3-WP,1
3639,Festo,531029,MSB4-1/4:C4:J10-WP,1
3640,Festo,531029,MSB4-1/4:D4:J6-WP,1
3641,Festo,531029,MSB4-1/4:J96B:C3-WP,1
3642,Festo,531029,MSB4-1/4:O5:O5-WP,1
3643,Festo,531133,MSB4-1/8-FRC5:J1M1,1
3644,Festo,531029,MSB4-AGC:C4:J8:F1:O2:D4:A1-WP-Z,1
3645,Festo,530234,MSB6-1/2-FRC11:J9M2,1
3646,Festo,530244,MSB6-1/2-FRC5:J1M1,1
3647,Festo,530252,MSB6-1/2-FRC9:J11M2,1
3648,Festo,531030,MSB6-1/2:B1:D4:F3-WP,1
3649,Festo,531030,MSB6-1/2:C3:F1:J12-WP,1
3650,Festo,531030,MSB6-1/2:C3:F3:J12:H6,1
3651,Festo,8025355,MSB6-1/2:C3:J1-WP,1
3652,Festo,531030,MSB6-1/2:C3:J100:F1:D4:A1:F3-WP,1
3653,Festo,531030,MSB6-1/2:C3:J5B:F12:M1:D1:A1-WP,1
3654,Festo,531030,MSB6-1/2:D8:A1:J2:F1:I6:G7-WP,1
3655,Festo,531030,MSB6-1/2:J6:H4:I2-WP,1
3656,Festo,530268,MSB6-1/4-FRC5:J1M1,1
3657,Festo,531030,MSB6-1/4:C3:J1-WP,1
3658,Festo,531030,MSB6-1/4:H3:I3:F1:N3-WP,1
3659,Festo,531030,MSB6-3/8:C4:J18-WPM,1
3660,Festo,531030,MSB6-AGD:C4:J4:F1:D4:A1:F3-WPB,1
3661,Festo,531030,MSB6-AGD:J5:D10-WP-EX2,1
3662,Festo,552938,MSB9-3/4:C2:J73-WP,1
3663,Festo,663955,MSEB-3-230V AC,1
3664,Festo,170370,MSFG- 24-SA,1
3665,Festo,4527,MSFG-24/42-50/60,1
3666,Festo,4527,MSFG-24/42-50/60,1
3667,Festo,34411,MSFG-24/42-50/60-OD,1
3668,Festo,34411,MSFG-24/42-50/60-OD,1
3669,Festo,6720,MSFW-110-50/60,1
3670,Festo,4540,MSFW-230-50/60,1
3671,Festo,34400,MSG-12DC-OD,1
3672,Festo,34401,MSG-24-OD,1
3673,Festo,3599,MSG-24DC,1
3674,Festo,123060,MSN1G-24DC-OD,1
3675,Festo,123062,MSN1W-230AC-OD,1
3676,Festo,34583,MSSD-C,1
3677,Festo,171157,MSSD-C-4P,1
3678,Festo,14098,MSSD-E,1
3679,Festo,151687,MSSD-EB,1
3680,Festo,151687,MSSD-EB,1
3681,Festo,539712,MSSD-EB-M12,1
3682,Festo,34431,MSSD-F,1
3683,Festo,539710,MSSD-F-M16,1
3684,Festo,550067,MSSD-N,1
3685,Festo,33295,MSSD-V,1
3686,Festo,531754,MUC-32,1
3687,Festo,19701,MVH-5-1/4-B,1
3688,Festo,19779,MVH-5-1/8-B,1
3689,Festo,14945,MVH-5-3/8-B,1
3690,Festo,30477,MVH-5/3-G-1/8-B,1
3691,Festo,19139,MVH-5/3E-1/4-B,1
3692,Festo,14943,MVH-5/3E-3/8-B,1
3693,Festo,14943,MVH-5/3E-3/8-B,1
3694,Festo,14943,MVH-5/3E-3/8-B,1
3695,Festo,19138,MVH-5/3G-1/4-B,1
3696,Festo,30477,MVH-5/3G-1/8-B,1
3697,Festo,670569,MX/VLX-1/4...1/2,1
3698,Festo,3610,N-1/2-P-9,1
3699,Festo,15635,N-1/2-P-9-MS,1
3700,Festo,3607,N-1/4-P-9,1
3701,Festo,15632,N-1/4-P-9-MS,1
3702,Festo,9301,N-22-SW,1
3703,Festo,15638,N-3/4-P-19-MS,1
3704,Festo,3609,N-3/8-P-9,1
3705,Festo,15634,N-3/8-P-9-MS,1
3706,Festo,9302,N-30-SW,1
3707,Festo,10336,NAS-1/2-3A-ISO,1
3708,Festo,9484,NAS-1/4-1A-ISO,1
3709,Festo,161111,NAW-1/8-02-VDMA-VL,1
3710,Festo,8078244,NEBA-M12G5-U-10-N-LE5,1
3711,Festo,8078221,NEBA-M12W5-U-4.5-N-M8G3,1
3712,Festo,8078223,NEBA-M8G3-U-2.5-N-LE3,1
3713,Festo,8078221,NEBA-M8G3-U-4.5-N-M8G3,1
3714,Festo,8078224,NEBA-M8G3-U-5-N-LE3,1
3715,Festo,8078228,NEBA-M8G4-U-5-N-LE4,1
3716,Festo,8078231,NEBA-M8W3-U-5-N-LE3,1
3717,Festo,5219199,NEBM-H6G4-E-7.5-Q13N-LE4,1
3718,Festo,5219207,NEBM-H7G2-E-7.5-Q14N-LE2,1
3719,Festo,550749,NEBM-M12G8-E-10-S1G9,1
3720,Festo,8004665,NEBM-M12G8-E-7.5-N-S1G15,1
3721,Festo,8004661,NEBM-M16G8-E-7.5-Q9-LE8,1
3722,Festo,5251376,NEBM-M23G15-EH-7.5-Q7N-R3LEG14,1
3723,Festo,550310,NEBM-M23G8-E-5-Q9N-LE8,1
3724,Festo,5219215,NEBM-REG6-E-7.5-Q14N-REG6,1
3725,Festo,1450740,NEBM-S1W9-E-10-Q5-LE6,1
3726,Festo,554038,NEBU-M12G5-K-10-LE5,1
3727,Festo,550326,NEBU-M12G5-K-2.5-LE4,1
3728,Festo,541328,NEBU-M12G5-K-5-LE4,1
3729,Festo,8048086,NEBU-M12W8-K-15-N-LE8,1
3730,Festo,542256,NEBU-M12W8-K-2-N-LE8,1
3731,Festo,541346,NEBU-M8G3-K-0.5-M8G3,1
3732,Festo,8003133,NEBU-M8G3-K-1.5-M8G3,1
3733,Festo,541332,NEBU-M8G3-K-10-LE3,1
3734,Festo,541333,NEBU-M8G3-K-2.5-LE3,1
3735,Festo,541334,NEBU-M8G3-K-5-LE3,1
3736,Festo,541342,NEBU-M8G4-K-2.5-LE4,1
3737,Festo,541343,NEBU-M8G4-K-5-LE4,1
3738,Festo,8001660,NEBU-M8R3-K-2.5-LE3,1
3739,Festo,541341,NEBU-M8W3-K-5-LE3,1
3740,Festo,541344,NEBU-M8W4-K-2.5-LE4,1
3741,Festo,566658,NEBV-H1G2-P-0.5-N-LE2,1
3742,Festo,566661,NEBV-H1G2-P-5-N-LE2,1
3743,Festo,566661,NEBV-H1G2-P-5-N-LE2,1
3744,Festo,553575,NEBV-M12G8-K-2-M12G4,1
3745,Festo,575419,NEBV-S1G25-K-10-N-LE25-S6,1
3746,Festo,575418,NEBV-S1G25-K-5-N-LE25-S6,1
3747,Festo,575425,NEBV-S1WA25-K-10-N-LE25-S9,1
3748,Festo,575424,NEBV-S1WA25-K-5-N-LE25-S9,1
3749,Festo,8047676,NEBV-Z3WA2L-R-E-2.5-N-LE2-S1,1
3750,Festo,8047676,NEBV-Z3WA2L-R-E-2.5-N-LE2-S1,1
3751,Festo,8047670,NEBV-Z4WA2L-P-E-10-N-LE2-S1,1
3752,Festo,8047671,NEBV-Z4WA2L-P-E-2.5-N-LE2-S1,1
3753,Festo,8047672,NEBV-Z4WA2L-P-E-5-N-LE2-S1,1
3754,Festo,8047683,NEBV-Z4WA2L-R-E-0.5-N-M8G3-S1,1
3755,Festo,8047679,NEBV-Z4WA2L-R-E-2.5-N-LE2-S1,1
3756,Festo,8047680,NEBV-Z4WA2L-R-E-5-N-LE2-S1,1
3757,Festo,8047680,NEBV-Z4WA2L-R-E-5-N-LE2-S1,1
