№,Наименование сделки,Статус,Дата создания сделки,Даты первой оплаты сделки,Контрагент,Наименование товара,Артикул товара,Категория товара,"Цена товара, ю",ВХОД. ю,ВХОД. $,Менеджер по продажам,Снабженец
10031.0,"Order-6535, запрос 25.03",1. Принято в расчет,2025-03-27T00:00:00,,,,,,,12.33,89.0,Григорий Боков,Валеева Мария
10032.0,"Order-6573, SMC",1. Принято в расчет,2025-03-27T00:00:00,,Пневмопроект,,,,,12.33,89.0,Светлана Васильева,Валеева Мария
10033.0,"Order-6571, CAT",1. Принято в расчет,2025-03-27T00:00:00,,,,,,,12.3,88.0,Вероника Максимова,Валеева Мария
10034.0,"Order-6570, Срочно! Burket 6027",1. Принято в расчет,2025-03-27T00:00:00,,,,,,,12.83,89.0,Светлана Васильева,Фирулева Елена
10035.0,"Order-6570, Срочно! Burket 6027.",1. Принято в расчет,2025-03-27T00:00:00,,,,,,,12.83,89.0,,
10036.0,"Order-6567, SIEMENS",1. Принято в расчет,2025-03-27T00:00:00,,,,,,,12.3,88.0,Светлана Васильева,Валеева Мария
10037.0,"Order-6557, AR825-F12G Регулятор",12. Документы выписаны,2025-03-27T00:00:00,2025-03-31T00:00:00,,,,,,12.33,89.0,Павел Бородуля,Фирулева Елена
10038.0,"Order-6539, SICK    GM 901-05122",1. Принято в расчет,2025-03-27T00:00:00,,,,,,,12.33,89.0,Светлана Васильева,Валеева Мария
10039.0,"Order-6532, 177 электрика на шкаф",1. Принято в расчет,2025-03-27T00:00:00,,,,,,,12.3,89.0,Светлана Васильева,Валеева Мария
10040.0,"Order-6563, Bosch Rexroth",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.26,89.0,Григорий Боков,Фирулева Елена
10041.0,"Order-6561, заявка 26.03",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.33,89.0,Павел Бородуля,Валеева Мария
10042.0,"Order-6551, D1FBE02FC0NMW0 11 Клапан гидравлический PARKER",1. Принято в расчет,2025-03-28T00:00:00,,Пневмопроект,,,,,12.33,89.0,Светлана Васильева,Валеева Мария
10043.0,"Order-6554, SMC RBC1412-XRT01",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Григорий Боков,Фирулева Елена
10044.0,"Order-6527, запрос на датчики",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Григорий Боков,Валеева Мария
10045.0,"Order-6472, Датчик весовой SIWAREX",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Григорий Боков,Валеева Мария
10046.0,"Order-6451, GANRO",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Григорий Боков,-
10047.0,"Order-6581, ATV930D90N4",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Григорий Боков,Фирулева Елена
10048.0,"Order-6578, LUB-KC1 684474",12. Документы выписаны,2025-03-28T00:00:00,2025-03-28T00:00:00,,,,,,12.31,89.0,Павел Бородуля,Фирулева Елена
10049.0,"Order-6577, SIEMENS 6SE6440-2AD32 2DA1",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Григорий Боков,Валеева Мария
10050.0,"Order-6576, Festo PR-6-BL (Код 12974)",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Светлана Васильева,Валеева Мария
10051.0,"Order-6550, SMC",1. Принято в расчет,2025-03-28T00:00:00,,Пневмопроект,,,,,12.31,89.0,Светлана Васильева,Фирулева Елена
10052.0,"Order-6549, Schneider Electric",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Светлана Васильева,Валеева Мария
10053.0,"Order-6521, Заявка. Шестеренчатый насос NACHI IPH-4B-20-20",1. Принято в расчет,2025-03-28T00:00:00,,,,,,,12.31,89.0,Григорий Боков,Фирулева Елена
10054.0,"Order-6595, Festo и SMC",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Вероника Максимова,Фирулева Елена
10055.0,"Order-6588, SCHNEIDER , FESTO",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Вероника Максимова,Валеева Мария
10056.0,"Order-6586, Модуль Schneider Electric TSXDEZ12D2",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10057.0,"Order-6584, SIEMENS, SMARTEK Vision, Bosch Rexroth",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Фирулева Елена
10058.0,"Order-6582, Festo 28/03",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Григорий Боков,Фирулева Елена
10059.0,"Order-6575, Заявка 9038",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Павел Бородуля,Валеева Мария
10060.0,"Order-6552, Panasonic MHMF082L1U2M",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10061.0,"Order-6605, Lenze G50BB111MHAR2C00",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.25,88.0,Светлана Васильева,Валеева Мария
10062.0,"Order-6531, Festo 25.03",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Григорий Боков,Валеева Мария
10063.0,"Order-6530, Festo, ТПА 12",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10064.0,"Order-6585, Aventics Короткоходный цилиндр 0822010511",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Фирулева Елена
10065.0,"Order-6602, Срочно! Phoenix Contact UT 4-L/HESILED 24 (5X20) Клеммы для установки предохранителей 3214366",12. Документы выписаны,2025-03-31T00:00:00,2025-04-01T00:00:00,,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10066.0,"Order-6599, Festo ELGA-TB-RF-80-650- OH-L",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10067.0,"Order-6598, Трос двери SANY 130907000474A",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10068.0,"Order-6596, Festo / SMC",1. Принято в расчет,2025-03-31T00:00:00,,Пневмопроект,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10069.0,"Order-6583, DEUBLIN Ротационное соединение подачи СОЖ (902-121-188)",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10070.0,"Order-6614, BECKHOFF, SIEMENS, SICK, SCHNEIDER",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.53,90.0,Светлана Васильева,Фирулева Елена
10071.0,"Order-6600, Запрос CAT",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Григорий Боков,Валеева Мария
10072.0,"Order-6593, SMC",1. Принято в расчет,2025-03-31T00:00:00,,Пневмопроект,,,,,12.26,89.0,Светлана Васильева,Фирулева Елена
10073.0,"Order-6592, Festo",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Фирулева Елена
10074.0,"Order-6589, сименс",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Григорий Боков,Фирулева Елена
10075.0,"Order-6579, Насос топливный на экскаватор-погрузчик Komatsu",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Григорий Боков,Фирулева Елена
10076.0,"Order-6584, SIEMENS, SMARTEK Vision, Bosch Rexroth 1 позиция, дешевле, но дольше",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,,
10077.0,"Order-6540, Schneider Индуктивный датчик XX918A3F1M12",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Фирулева Елена
10078.0,"Order-6582, Festo 28/03 1 ПОЗ",1. Принято в расчет,2025-03-31T00:00:00,,,,,,,12.53,89.0,Григорий Боков,Фирулева Елена
10079.0,"Order-6616, SIEMENS",1. Принято в расчет,2025-04-01T00:00:00,,,,,,,12.26,89.0,Светлана Васильева,Валеева Мария
10080.0,"Order-6615, SMC CS1N160A-PS",1. Принято в расчет,2025-04-01T00:00:00,,Пневмопроект,,,,,12.54,89.0,Светлана Васильева,Фирулева Елена
10081.0,"Order-6612, Schneider Electric",1. Принято в расчет,2025-04-01T00:00:00,,,,,,,12.54,89.0,Светлана Васильева,Валеева Мария
10082.0,"Order-6608, Allen Bradley",1. Принято в расчет,2025-04-01T00:00:00,,Пневмопроект,,,,,12.54,89.0,Светлана Васильева,Фирулева Елена
10083.0,"Order-6611, Sick WTB4SLC-3P2262A00",1. Принято в расчет,2025-04-01T00:00:00,,,,,,,12.54,89.0,Светлана Васильева,Валеева Мария
10084.0,"Order-6607, Festo",1. Принято в расчет,2025-04-01T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Валеева Мария
10085.0,"Order-6606, № 113477_Siemens +",1. Принято в расчет,2025-04-01T00:00:00,,,,,,,12.54,89.0,Светлана Васильева,Валеева Мария
10086.0,"Order-6603, CAT",1. Принято в расчет,2025-04-01T00:00:00,,,,,,,12.54,89.0,Вероника Максимова,Валеева Мария
10087.0,"Order-6542, SEW-EURODRIVE RF17 DR63L4/TH 95.7791101301.0001.19",1. Принято в расчет,2025-04-01T00:00:00,,,,,,,12.54,89.0,Светлана Васильева,Фирулева Елена
10088.0,"Order-6540, Schneider Индуктивный датчик XX918A3F1M12 дешевле, но дольше",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,,
10089.0,"Order-X, 6633, Festo 28/03 2 и 3 ПОЗ",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Григорий Боков,Фирулева Елена
10090.0,"Order-6630, SMC VX232DGAXB",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Валеева Мария
10091.0,"Order-6618, от тд стк 01.04",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Григорий Боков,Валеева Мария
10092.0,"Order-6610, Сборная",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Вероника Максимова,Фирулева Елена
10093.0,"Order-6472, Датчик весовой SIWAREX новый артикул",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,,
10094.0,"Order-6634, Финально",1. Принято в расчет,2025-04-02T00:00:00,,Пневмопроект,,,,,12.41,89.0,Светлана Васильева,Фирулева Елена
10095.0,"Order-X, 6631, MSN1G-24DC-OD",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Григорий Боков,Валеева Мария
10096.0,"Order-6629, SMC",1. Принято в расчет,2025-04-02T00:00:00,,Пневмопроект,,,,,12.41,89.0,Светлана Васильева,Валеева Мария
10097.0,"Order-6619, Запрос №41 от 31.03.2025",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Григорий Боков,Валеева Мария
10098.0,"Order-6623, SIEMENS, Lenze",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Фирулева Елена
10099.0,"Order-6625, NORDSON, WITTENSTEIN",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Валеева Мария
10100.0,"Order-6620, Festo",1. Принято в расчет,2025-04-02T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Фирулева Елена
10101.0,"Order-6613, Rexroth Гидрораспределитель R900978538",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Фирулева Елена
10102.0,"Order-6613, Rexroth Гидрораспределитель R900978538",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Фирулева Елена
10103.0,"Order-6613, Rexroth Гидрораспределитель R900978538 дешевле, но дольше",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,,
10104.0,"Order-6609, Расцепитель Micrologic 5.0 для NSB артикул 33511",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Валеева Мария
10105.0,"Order-6580, Вал 330-8356",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Григорий Боков,Фирулева Елена
10106.0,"Order-6642, Schneider Контроллер TM241CE40T",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,,
10107.0,"Order-6617, vishay",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,,
10108.0,"Order-6566, 4T-CRI-0868; d39*D68*37mm Подшипник роликовый радиально-упорный двухрядный  бренд NTN/SNR КОПИЯ",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,,
10109.0,"Order-6453, Omal 18.03",1. Принято в расчет,2025-04-03T00:00:00,,Пневмопроект,,,,,12.34,89.0,,
10110.0,"Order-6566, 4T-CRI-0868; d39*D68*37mm Подшипник роликовый радиально-упорный двухрядный  бренд NTN/SNR ОРИГИНАЛ",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,,
10111.0,"Order-X, 6644, Delta ECMA-C30807GS",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Григорий Боков,Фирулева Елена
10112.0,"Order-6639, Срочно! CP1W-EIP61 Omron",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Валеева Мария
10113.0,"Order-6649, SMC",1. Принято в расчет,2025-04-03T00:00:00,,Пневмопроект,,,,,12.34,89.0,Светлана Васильева,Фирулева Елена
10114.0,"Order-6648, Преобразователь частоты Commander SK SKBD200110 новый оригинал без упаковки",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.28,89.0,,
10115.0,"Order-6648, Преобразователь частоты Commander SK SKBD200110 новый оригинал с упаковкой",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,,
10116.0,"Order-6647, Festo",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Фирулева Елена
10117.0,"Order-6647, Festo",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Фирулева Елена
10118.0,"Order-6638, Festo",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Валеева Мария
10119.0,"Order-X, 6627, Ионообменная смола Lewatit TP 207",1. Принято в расчет,2025-04-03T00:00:00,,,,,,,12.34,89.0,Григорий Боков,Фирулева Елена
10120.0,"Order-6636, Насос Sailingflo FP-12",12. Документы выписаны,2025-04-04T00:00:00,,,,,,,12.0838059701492,89.0,Вероника Максимова,Валеева Мария
10121.0,"Order-6520, RENISHAW",1. Принято в расчет,2025-04-04T00:00:00,,,,,,,12.28,89.0,Павел Бородуля,Фирулева Елена
10122.0,"Order-6662, Festo",1. Принято в расчет,2025-04-04T00:00:00,,Пневмопроект,,,,,12.28,89.0,Светлана Васильева,Валеева Мария
10123.0,"Order-6661, Пневмоцилиндр SMC CQ2B32TF-10DZ-X202 ( шток М6)",12. Документы выписаны,2025-04-04T00:00:00,,,,,,,12.0839268292682,89.0,Светлана Васильева,Валеева Мария
10124.0,"Order-6659, Camozzi",1. Принято в расчет,2025-04-04T00:00:00,,,,,,,12.28,89.0,Светлана Васильева,Валеева Мария
10125.0,"Order-6621, Phoenix contact Кабельная коробка 1019707 FOC-FDX20-PP-LCQ6-OSP-PT9",1. Принято в расчет,2025-04-04T00:00:00,,,,,,,12.28,89.0,Светлана Васильева,Фирулева Елена
10126.0,"Order-X, 6660, распределитель (SMC)",12. Документы выписаны,2025-04-04T00:00:00,,,,,,,12.25,88.0,Павел Бородуля,Валеева Мария
10127.0,"Order-X, 6657, Запрос Фесто 03.04",1. Принято в расчет,2025-04-04T00:00:00,,,,,,,12.41,89.0,Павел Бородуля,Фирулева Елена
10128.0,"Order-6671, Festo HEE-D-MIDI-24 172959",1. Принято в расчет,2025-04-07T00:00:00,,Пневмопроект,,,,,12.28,89.0,Светлана Васильева,Валеева Мария
10129.0,"Order-6635, Норгрен",1. Принято в расчет,2025-04-07T00:00:00,,Пневмопроект,,,,,12.41,89.0,Светлана Васильева,Фирулева Елена
10130.0,"Order-6605, Lenze G50BB111MHAR2C00 под производство",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,,
10131.0,"Order-6673, SMC",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.55,91.0,Александра Павликова,Валеева Мария
10132.0,"Order-6669, SMC",1. Принято в расчет,2025-04-07T00:00:00,,Пневмопроект,,,,,11.64,85.0,Светлана Васильева,Фирулева Елена
10133.0,"Order-6663, SMC",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Валеева Мария
10134.0,"Order-6653, BECKHOF, PILZ, MAC, IFM, NORDSON",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.38,90.0,Светлана Васильева,Валеева Мария
10135.0,"Order-X, 6643, HEIDENHAIN",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,Павел Бородуля,Фирулева Елена
10136.0,"Order-6553, Тормозной поршень для пневматического суппорта COREMO OCMEA   -  COREMOF SERIE F 05",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Фирулева Елена
10137.0,"Order-X, 6655, Запрос _гидрораспределитель оригинал",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.55,91.0,,
10138.0,"Order-X, 6655, Запрос _гидрораспределитель восстановленный",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,,
10139.0,"Order-6650, IFM EVT006 Соединительный кабель с разъемом IFM",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.25,88.0,Светлана Васильева,Фирулева Елена
10140.0,"Order-6533, 178 клапан Альстом, срочный",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Валеева Мария
10141.0,"Order-6676, ABB Защита электрической цепи двигателя 3B84   24…30V",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Валеева Мария
10142.0,"Order-6690, Дроссель smc japan ASD330F-01-06S",1. Принято в расчет,2025-04-07T00:00:00,,Пневмопроект,,,,,12.41,89.0,Светлана Васильева,Фирулева Елена
10143.0,"Order-6683, SMC CDG5EN20TFSR-100 Пневмоцилиндр",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,Светлана Васильева,Валеева Мария
10144.0,"Order-6533, 178 клапан Альстом, срочный быстрое авто",12. Документы выписаны,2025-04-07T00:00:00,,,,,,,12.1372903311965,88.0,Светлана Васильева,Фирулева Елена
10145.0,"Order-6682, SIEMENS, IFM, SICK",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Валеева Мария
10146.0,"Order-6677, Срочно! SIEMENS, Asco Numatics",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.38,90.0,Светлана Васильева,Фирулева Елена
10147.0,"Order-X, 6670, Привод электрический линейный",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,Павел Бородуля,Валеева Мария
10148.0,"Order-X, 6658, Запрос запасных частей KOMATSU",1. Принято в расчет,2025-04-07T00:00:00,,,,,,,12.41,89.0,Григорий Боков,Фирулева Елена
10149.0,"Order-6680, Allen Bradley, SEW",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Фирулева Елена
10150.0,"Order-6701, SIEMENS, SCHNEIDER",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.25,88.0,Светлана Васильева,Валеева Мария
10151.0,"Order-6674, Siemens",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Вероника Максимова,Фирулева Елена
10152.0,"Order-6664, SICK, PEPPERL+FUCHS, E+H, IFM",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Фирулева Елена
10153.0,"Order-X, 6655, Запрос _гидрораспределитель китайское производство",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,,
10154.0,"Order-6654, WITTENSTEIN, BAUER, BIMBA, PEPPERL&FUCHS",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Валеева Мария
10155.0,"Order-6652, SCHNEIDER, SIEMENS, Schmersal, SICK",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Фирулева Елена
10156.0,"Order-6698, IFM PN2514",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Валеева Мария
10157.0,"Order-6696, Кабель Festo NEBV-M8W4L-E-2.5-M8G3",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Валеева Мария
10158.0,"Order-6693, Schneider Electric",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.38,90.0,Светлана Васильева,Валеева Мария
10159.0,"Order-6692, IFM ДАТЧИК ПОТОКА SI5000",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Валеева Мария
10160.0,"Order-6697, Allen Bradley — . 800FP-KM21",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Валеева Мария
10161.0,"Order-6691, BALLUFF",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.45,90.0,Светлана Васильева,Валеева Мария
10162.0,"Order-6689, Festo SIEN-M8NB-PS-K-L",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Фирулева Елена
10163.0,"Order-6688, SMC",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Фирулева Елена
10164.0,"Order-6685, EVS7-6-FG-S-3CVO (EVS7-6-FG-S-3CVO-Q)",1. Принято в расчет,2025-04-08T00:00:00,,Пневмопроект,,,,,11.89,87.0,Светлана Васильева,Фирулева Елена
10165.0,"Order-6665, Asco Numatics",12. Документы выписаны,2025-04-08T00:00:00,,,,,,,11.64,85.0,Светлана Васильева,Фирулева Елена
10166.0,"Order-6656, TURCK    WKC4T-P7X2-5-PSG3M/TXL",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.55,91.0,Светлана Васильева,Фирулева Елена
10167.0,"Order-6721, SMC повтор заявки Order-5523",12. Документы выписаны,2025-04-08T00:00:00,,,,,,,12.38,90.0,Александра Павликова,Фирулева Елена
10168.0,"Order-6707, Rexroth",1. Принято в расчет,2025-04-08T00:00:00,,,,,,,12.45,91.0,Александра Павликова,Фирулева Елена
10169.0,"Order-6695, SMC, AVENTICS",12. Документы выписаны,2025-04-09T00:00:00,,,,,,,12.38,90.0,Павел Бородуля,Валеева Мария
10170.0,"Order-6736, Festo",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Павел Бородуля,Фирулева Елена
10171.0,"Order-6733, RENISHAW",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Павел Бородуля,Фирулева Елена
10172.0,"Order-6725, Срочно! SIEMENS",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.45,90.0,Светлана Васильева,Валеева Мария
10173.0,"Order-6723, Festo",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Светлана Васильева,Валеева Мария
10174.0,"Order-6722, SMT-C1-PS-24V-K-0,3-M8D Датчик положения",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Светлана Васильева,Валеева Мария
10175.0,"Order-6714, Блок питания Siemens 6ES7407-0KA02-0AA0",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.45,90.0,Павел Бородуля,Валеева Мария
10176.0,"Order-6713, Датчик положения SIEN -M8B-PS-SL (150387)",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Павел Бородуля,Валеева Мария
10177.0,"Order-6706, Siemens НФУН-000884",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Вероника Максимова,Фирулева Елена
10178.0,"Order-6704, Norgren 07/04/2025",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Валеева Мария
10179.0,"Order-6724, Срочно! MAC 45A-AC1-DDFJ-2KD",12. Документы выписаны,2025-04-09T00:00:00,,,,,,,12.0139514018691,90.0,Светлана Васильева,Валеева Мария
10180.0,"Order-6703, SMC и FESTO",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Вероника Максимова,Валеева Мария
10181.0,"Order-6694, CNP CDMF5-30FSWSC 2310085820",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Светлана Васильева,Фирулева Елена
10182.0,"Order-X, 6668, Запрос 8593П",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Павел Бородуля,Фирулева Елена
10183.0,"Order-6641, KOMATSU",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Вероника Максимова,Валеева Мария
10184.0,"Order-6734, Запрос",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Павел Бородуля,Фирулева Елена
10185.0,"Order-6715, SIEMENS",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.45,90.0,Павел Бородуля,Валеева Мария
10186.0,"Order-6748, SICK, SCHMERSAL, OMRON",12. Документы выписаны,2025-04-09T00:00:00,,,,,,,12.02,87.0,Светлана Васильева,Валеева Мария
10187.0,"Order-6729, Запрос №42 от 08.04.2025.xlsx",1. Принято в расчет,2025-04-09T00:00:00,,,,,,,12.38,90.0,Светлана Васильева,Фирулева Елена
10188.0,"Order-6754, Norgren RM/8016/M/30",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.45,90.0,Светлана Васильева,Фирулева Елена
10189.0,"Order-6712, SICK",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.45,90.0,Светлана Васильева,Валеева Мария
10190.0,"Order-6753, Schmersal, BECKHOFF",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.45,90.0,Светлана Васильева,Фирулева Елена
10191.0,"Order-6602, Срочно! Phoenix Contact UT 4-L/HESILED 24 (5X20) Клеммы для установки предохранителей 3214366",12. Документы выписаны,2025-03-31T00:00:00,2025-04-01T00:00:00,,,,,,12.2316503703703,56.915,Светлана Васильева,Валеева Мария
10192.0,"Order-6742, SCHNEIDER, SIEMENS",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Валеева Мария
10193.0,"Order-6717, Заявка Хитачи 800 06.04.2025.xlsx",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.45,90.0,Светлана Васильева,Валеева Мария
10194.0,"Order-6716, 8596П Komatsu",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Валеева Мария
10195.0,"Order-6738, Siemens",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.34,89.0,Светлана Васильева,Валеева Мария
10196.0,"Order-6728, Срочно! IFM",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,11.93,85.0,Светлана Васильева,Фирулева Елена
10197.0,"Order-6640, KOMATSU",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.45,90.0,Павел Бородуля,Валеева Мария
10198.0,"Order-6750, CAT Б/У",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.45,90.0,,
10199.0,"Order-6750, CAT ОЕМ",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.45,90.0,,
10200.0,"Order-6750, CAT ОРИГИНАЛ",1. Принято в расчет,2025-04-10T00:00:00,,,,,,,12.45,90.0,,
